Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1212,Cabbages,2023,2023,ha,55,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,146,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,259,E,Estimated value,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,5,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1655,"Cinnamon and cinnamon-tree flowers, raw",2023,2023,ha,236,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,43121,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,250,E,Estimated value,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,131,E,Estimated value,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,468,E,Estimated value,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,3,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,112,Maize (corn),2023,2023,ha,393,E,Estimated value,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,1879,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,35,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,56,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,555,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,152,E,Estimated value,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1313,Plantains and cooking bananas,2023,2023,ha,4102,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1550,Taro,2023,2023,ha,1675,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,678,Sao Tome and Principe,5312,Area harvested,1540,Yams,2023,2023,ha,393,E,Estimated value,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1371,"Almonds, in shell",2023,2023,ha,78,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1216,Artichokes,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1312,Bananas,2023,2023,ha,1200,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,115,Barley,2023,2023,ha,300,E,Estimated value,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1212,Cabbages,2023,2023,ha,901,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,2139,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,3034,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,1273,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,37403,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,3429,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,650,E,Estimated value,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,2951,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1314,Dates,2023,2023,ha,234124,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,4069,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1315,Figs,2023,2023,ha,1422,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1330,Grapes,2023,2023,ha,4800,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,461,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,5131,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,838,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,112,Maize (corn),2023,2023,ha,8327,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,7154,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,118,Millet,2023,2023,ha,7061,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1239.01,Okra,2023,2023,ha,3120,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1450,Olives,2023,2023,ha,22310,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,9302,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,1540,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,5032,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,14643,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,4539,E,Estimated value,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,4613,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1317,Papayas,2023,2023,ha,260,E,Estimated value,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,1754,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1510,Potatoes,2023,2023,ha,17085,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,3094,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,113,Rice,2023,2023,ha,386,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1444,Sesame seed,2023,2023,ha,4296,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,114,Sorghum,2023,2023,ha,58305,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1234,Tomatoes,2023,2023,ha,15673,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,1221,Watermelons,2023,2023,ha,23656,A,Official figure,
QCL,Crops and livestock products,682,Saudi Arabia,5312,Area harvested,111,Wheat,2023,2023,ha,210102,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1312,Bananas,2023,2023,ha,1412,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1212,Cabbages,2023,2023,ha,8700,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,2910,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,3795,E,Estimated value,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1372,"Cashew nuts, in shell",2023,2023,ha,22951,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,96797,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,687,E,Estimated value,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,2011,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1706,"Cow peas, dry",2023,2023,ha,313474,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,431,E,Estimated value,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1193,Fonio,2023,2023,ha,7971,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,1253527,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,112,Maize (corn),2023,2023,ha,278149,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,18243,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1449.01,Melonseed,2023,2023,ha,11113,E,Estimated value,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,118,Millet,2023,2023,ha,1005909,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,11830,E,Estimated value,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1239.01,Okra,2023,2023,ha,594,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,12710,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1323,Oranges,2023,2023,ha,8093,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,1445,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,14302,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,2383,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,67,E,Estimated value,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,2475,E,Estimated value,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,48401,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1510,Potatoes,2023,2023,ha,5975,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,736,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,113,Rice,2023,2023,ha,398193,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,15454,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1444,Sesame seed,2023,2023,ha,58717,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,114,Sorghum,2023,2023,ha,276413,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,141,Soya beans,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1802,Sugar cane,2023,2023,ha,11226,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,2470,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1234,Tomatoes,2023,2023,ha,8732,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1221,Watermelons,2023,2023,ha,92014,A,Official figure,
QCL,Crops and livestock products,686,Senegal,5312,Area harvested,1540,Yams,2023,2023,ha,7565,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,2023,ha,780,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1341,Apples,2023,2023,ha,27412,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1343,Apricots,2023,2023,ha,6011,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,115,Barley,2023,2023,ha,108839,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,7035,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1212,Cabbages,2023,2023,ha,7111,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,2816,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,4928,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1344.02,Cherries,2023,2023,ha,4435,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1691,Chicory roots,2023,2023,ha,96,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,1860,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,9915,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1706,"Cow peas, dry",2023,2023,ha,4658,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,3038,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,279,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,101,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1330,Grapes,2023,2023,ha,18349,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1290.01,Green corn (maize),2023,2023,ha,2460,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1252,Green garlic,2023,2023,ha,1359,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1374,"Hazelnuts, in shell",2023,2023,ha,8592,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1659,Hop cones,2023,2023,ha,26,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,112,Maize (corn),2023,2023,ha,922980,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,118,Millet,2023,2023,ha,107,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1199.02,Mixed grain,2023,2023,ha,5382,E,Estimated value,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1442,Mustard seed,2023,2023,ha,3136,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,117,Oats,2023,2023,ha,17027,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,4022,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,16745,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,1417,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,15531,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2023,2023,ha,798,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,956,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,4923,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,7346,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1342.01,Pears,2023,2023,ha,5046,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1242,"Peas, green",2023,2023,ha,5310,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,74418,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1448,Poppy seed,2023,2023,ha,990,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1510,Potatoes,2023,2023,ha,23145,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1342.02,Quinces,2023,2023,ha,2086,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1443,Rape or colza seed,2023,2023,ha,38018,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1353.01,Raspberries,2023,2023,ha,19016,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,116,Rye,2023,2023,ha,5379,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,114,Sorghum,2023,2023,ha,2620,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1344.01,Sour cherries,2023,2023,ha,19614,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,141,Soya beans,2023,2023,ha,211020,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1354,Strawberries,2023,2023,ha,7229,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1801,Sugar beet,2023,2023,ha,41673,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1445,Sunflower seed,2023,2023,ha,240520,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1234,Tomatoes,2023,2023,ha,7782,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1191,Triticale,2023,2023,ha,24659,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,4825,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1709.01,Vetches,2023,2023,ha,8732,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1376,"Walnuts, in shell",2023,2023,ha,3492,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,1221,Watermelons,2023,2023,ha,5229,A,Official figure,
QCL,Crops and livestock products,688,Serbia,5312,Area harvested,111,Wheat,2023,2023,ha,682246,A,Official figure,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1311,Avocados,2023,2023,ha,1,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1312,Bananas,2023,2023,ha,99,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,20,E,Estimated value,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1655,"Cinnamon and cinnamon-tree flowers, raw",2023,2023,ha,0,E,Estimated value,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,1229,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,3,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,8,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1323,Oranges,2023,2023,ha,4,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,16,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,50,E,Estimated value,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,592,E,Estimated value,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1318,Pineapples,2023,2023,ha,2,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1620,Tea leaves,2023,2023,ha,0,E,Estimated value,
QCL,Crops and livestock products,690,Seychelles,5312,Area harvested,1234,Tomatoes,2023,2023,ha,69,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1702,"Broad beans and horse beans, dry",2023,2023,ha,2034,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1212,Cabbages,2023,2023,ha,51,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1372,"Cashew nuts, in shell",2023,2023,ha,13467,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1520.01,"Cassava, fresh",2023,2023,ha,183254,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,16726,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,949,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,13141,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,35229,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,8316,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,1607,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,519,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,424,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,97014,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1379.02,Kola nuts,2023,2023,ha,24586,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1704,"Lentils, dry",2023,2023,ha,3096,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,112,Maize (corn),2023,2023,ha,15985,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,10063,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,118,Millet,2023,2023,ha,29017,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,48320,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1239.01,Okra,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,20016,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2023,2023,ha,1998,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,17519,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,119169,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,13181,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,47500,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1705,"Peas, dry",2023,2023,ha,4472,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1313,Plantains and cooking bananas,2023,2023,ha,8527,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,159,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,113,Rice,2023,2023,ha,871981,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1444,Sesame seed,2023,2023,ha,3473,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,114,Sorghum,2023,2023,ha,63111,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,141,Soya beans,2023,2023,ha,377,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1802,Sugar cane,2023,2023,ha,1186,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,33736,A,Official figure,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1550,Taro,2023,2023,ha,1155,E,Estimated value,
QCL,Crops and livestock products,694,Sierra Leone,5312,Area harvested,1620,Tea leaves,2023,2023,ha,644,E,Estimated value,
